URL,Version,Status,OIDs,Name,Title,Description,Used
http://hl7.org/fhir/CodeSystem/administration-subpotent-reason,5.0.0,active,"2.16.840.1.113883.4.642.4.2001",AdministrationSubPotentReason,Administration SubPotent Reason,"This value set is provided as an example. The value set to instantiate this attribute should be drawn from a robust terminology code system that consists of or contains concepts to support the medication administration process.","ValueSet/administration-subpotent-reason"
http://hl7.org/fhir/CodeSystem/medication-admin-status,5.0.0,active,"2.16.840.1.113883.4.642.4.2000",MedicationAdministrationStatusCodes,MedicationAdministration Status Codes,"MedicationAdministration Status Codes","ValueSet/medication-admin-status"
http://hl7.org/fhir/CodeSystem/medication-dose-aid,5.0.0,active,"2.16.840.1.113883.4.642.4.2075",MedicationDoseAid,Medication dose aid,"Medication dose aid","ValueSet/medication-dose-aid"
http://hl7.org/fhir/CodeSystem/medication-intended-performer-role,5.0.0,active,"2.16.840.1.113883.4.642.4.2074",MedicationIntendedPerformerRole,Medication Intended Performer Role,"Medication Intended Performer Role","ValueSet/medication-intended-performer-role"
http://hl7.org/fhir/CodeSystem/medication-statement-adherence,5.0.0,active,"2.16.840.1.113883.4.642.4.1981",MedicationStatementAdherenceCodes,MedicationStatement Adherence Codes,"MedicationStatement Adherence Codes","ValueSet/adherence-codes-vs"
http://hl7.org/fhir/CodeSystem/medication-statement-status,5.0.0,active,"2.16.840.1.113883.4.642.4.1980",MedicationStatementStatusCodes,MedicationStatement Status Codes,"MedicationStatement Status Codes","ValueSet/medication-statement-status"
http://hl7.org/fhir/CodeSystem/medicationrequest-intent,5.0.0,active,"2.16.840.1.113883.4.642.4.1378",MedicationRequestIntentCodes,MedicationRequest Intent Codes,"MedicationRequest Intent Codes","ValueSet/medicationrequest-intent"
http://hl7.org/fhir/CodeSystem/medicationrequest-status,5.0.0,active,"2.16.840.1.113883.4.642.4.1377",MedicationRequestStatusCodes,MedicationRequest Status Codes,"MedicationRequest Status Codes","ValueSet/medicationrequest-status"
http://hl7.org/fhir/administrative-gender,5.0.0,active,"2.16.840.1.113883.4.642.4.2",AdministrativeGender,AdministrativeGender,"The gender of a person used for administrative purposes.","ValueSet/administrative-gender"
http://hl7.org/fhir/diagnostic-report-status,5.0.0,active,"2.16.840.1.113883.4.642.2.118,2.16.840.1.113883.4.642.4.236,2.16.840.1.113883.4.642.1.231",DiagnosticReportStatus,Diagnostic Report Status,"The status of the diagnostic report.","ValueSet/diagnostic-report-status"
http://hl7.org/fhir/encounter-diagnosis-use,5.0.0,active,"2.16.840.1.113883.4.642.4.2115",EncounterDiagnosisUse,Encounter Diagnosis Use,"Encounter Condition Use","ValueSet/encounter-diagnosis-use"
http://hl7.org/fhir/encounter-location-status,5.0.0,active,"2.16.840.1.113883.4.642.1.258,2.16.840.1.113883.4.642.2.147,2.16.840.1.113883.4.642.4.263",EncounterLocationStatus,Encounter Location Status,"The status of the location.","ValueSet/encounter-location-status"
http://hl7.org/fhir/encounter-reason-use,5.0.0,active,"2.16.840.1.113883.4.642.4.2114",EncounterReasonUse,Encounter Reason Use,"Encounter Reason Use","ValueSet/encounter-reason-use"
http://hl7.org/fhir/encounter-status,5.0.0,active,"2.16.840.1.113883.4.642.4.247,2.16.840.1.113883.4.642.1.242",EncounterStatus,Encounter Status,"Current state of the encounter.","ValueSet/encounter-status"
http://hl7.org/fhir/event-status,5.0.0,draft,"2.16.840.1.113883.4.642.4.110",EventStatus,EventStatus,"Codes identifying the lifecycle stage of an event.","ValueSet/event-status"
http://hl7.org/fhir/identifier-use,5.0.0,active,"2.16.840.1.113883.4.642.1.58",IdentifierUse,IdentifierUse,"Identifies the purpose for this identifier, if known .","ValueSet/identifier-use"
http://hl7.org/fhir/link-type,5.0.0,active,"2.16.840.1.113883.4.642.1.413,2.16.840.1.113883.4.642.2.234,2.16.840.1.113883.4.642.4.424",LinkType,Link Type,"The type of link between this Patient resource and other Patient/RelatedPerson resource(s).","ValueSet/link-type"
http://hl7.org/fhir/location-characteristic,5.0.0,active,"2.16.840.1.113883.4.642.4.1970",LocationCharacteristic,Location Characteristic,"Example Set of Location Characteristics.","ValueSet/location-characteristic"
http://hl7.org/fhir/location-mode,5.0.0,active,"2.16.840.1.113883.4.642.4.331,2.16.840.1.113883.4.642.1.322,2.16.840.1.113883.4.642.2.181",LocationMode,Location Mode,"Indicates whether a resource instance represents a specific location or a class of locations.","ValueSet/location-mode"
http://hl7.org/fhir/location-status,5.0.0,active,"2.16.840.1.113883.4.642.4.333,2.16.840.1.113883.4.642.1.324,2.16.840.1.113883.4.642.2.182",LocationStatus,Location Status,"Indicates whether the location is still in use.","ValueSet/location-status"
http://hl7.org/fhir/observation-referencerange-normalvalue,5.0.0,active,"2.16.840.1.113883.4.642.4.2099",ObservationReferenceRangeNormalValue,ObservationreferenceRangeNormalValue,"Codes that describe the normal value in the reference range.","ValueSet/observation-referencerange-normalvalue"
http://hl7.org/fhir/observation-status,5.0.0,active,"2.16.840.1.113883.4.642.4.401,2.16.840.1.113883.4.642.1.388,2.16.840.1.113883.4.642.2.219",ObservationStatus,Observation Status,"Codes providing the status of an observation.","ValueSet/observation-status"
http://hl7.org/fhir/observation-triggeredbytype,5.0.0,active,"2.16.840.1.113883.4.642.4.2098",TriggeredBytype,triggered Bytype,"Codes providing the triggeredBy type of observation.","ValueSet/observation-triggeredbytype"
http://hl7.org/fhir/request-priority,5.0.0,draft,"2.16.840.1.113883.4.642.4.116",RequestPriority,RequestPriority,"Identifies the level of importance to be assigned to actioning the request.","ValueSet/request-priority"
http://hl7.org/fhir/service-mode,5.0.0,active,"2.16.840.1.113883.4.642.4.2116",ServiceMode,Service Mode,"An example set of Service Modes that could be applicable to use to characterize HealthcareServices or PractitionerRoles while searching","ValueSet/service-mode"
http://tecnomod-um.org/CodeSystem/analytics-codes-cs,1.0.0,active,,AnalyticsCodesCS,AnalyticsCodesCs CodeSystem,"Local RESQ stroke registry CodeSystem generated from enum_models.py for system http://tecnomod-um.org/CodeSystem/analytics-codes-cs.","ValueSet/analitics-codes-vs"
http://tecnomod-um.org/CodeSystem/assessment-context-cs,1.0.0,active,,AssessmentContextCS,AssessmentContextCs CodeSystem,"Local RESQ stroke registry CodeSystem generated from enum_models.py for system http://tecnomod-um.org/CodeSystem/assessment-context-cs.","ValueSet/assessment-context-vs"
http://tecnomod-um.org/CodeSystem/brain-imaging-type-cs,1.0.0,active,,BrainImagingTypeCS,BrainImagingTypeCs CodeSystem,"Local RESQ stroke registry CodeSystem generated from enum_models.py for system http://tecnomod-um.org/CodeSystem/brain-imaging-type-cs.","ValueSet/post-recanalization-imaging-vs,ValueSet/imaging-type-vs,ValueSet/post-neurosurgery-imaging-vs"
http://tecnomod-um.org/CodeSystem/carotid-endarterectomy-timing-cs,1.0.0,active,,CarotidEndarterectomyTimingCS,CarotidEndarterectomyTimingCs CodeSystem,"Local RESQ stroke registry CodeSystem generated from enum_models.py for system http://tecnomod-um.org/CodeSystem/carotid-endarterectomy-timing-cs.","ValueSet/carotid-endarterectomy-timing-vs"
http://tecnomod-um.org/CodeSystem/discharge-dept-cs,1.0.0,active,,DischargeDeptCS,DischargeDeptCs CodeSystem,"Local RESQ stroke registry CodeSystem generated from enum_models.py for system http://tecnomod-um.org/CodeSystem/discharge-dept-cs.","ValueSet/discharge-facility-department-vs"
http://tecnomod-um.org/CodeSystem/discharge-medication-cs,1.0.0,active,,DischargeMedicationCS,DischargeMedicationCs CodeSystem,"Local RESQ stroke registry CodeSystem generated from enum_models.py for system http://tecnomod-um.org/CodeSystem/discharge-medication-cs.","ValueSet/discharge-medication-vs"
http://tecnomod-um.org/CodeSystem/functional-score-cs,1.0.0,active,,FunctionalScoreCS,FunctionalScoreCs CodeSystem,"Local RESQ stroke registry CodeSystem generated from enum_models.py for system http://tecnomod-um.org/CodeSystem/functional-score-cs.","ValueSet/functional-score-vs"
http://tecnomod-um.org/CodeSystem/hemorrhagic-stroke-bleeding-reason-cs,1.0.0,active,,HemorrhagicStrokeBleedingReasonCS,HemorrhagicStrokeBleedingReasonCs CodeSystem,"Local RESQ stroke registry CodeSystem generated from enum_models.py for system http://tecnomod-um.org/CodeSystem/hemorrhagic-stroke-bleeding-reason-cs.","ValueSet/bleeding-reason-vs"
http://tecnomod-um.org/CodeSystem/hemorrhagic-transformation-type-cs,1.0.0,active,,HemorrhagicTransformationTypeCS,HemorrhagicTransformationTypeCs CodeSystem,"Local RESQ stroke registry CodeSystem generated from enum_models.py for system http://tecnomod-um.org/CodeSystem/hemorrhagic-transformation-type-cs.","ValueSet/hemorrhagic-transformation-type-vs"
http://tecnomod-um.org/CodeSystem/ich-treatment-cs,1.0.0,active,,IchTreatmentCS,IchTreatmentCs CodeSystem,"Local RESQ stroke registry CodeSystem generated from enum_models.py for system http://tecnomod-um.org/CodeSystem/ich-treatment-cs.","ValueSet/ich-treatment-vs"
http://tecnomod-um.org/CodeSystem/initial-care-intensity-cs,1.0.0,active,,InitialCareIntensityCS,InitialCareIntensityCs CodeSystem,"Local RESQ stroke registry CodeSystem generated from enum_models.py for system http://tecnomod-um.org/CodeSystem/initial-care-intensity-cs.","ValueSet/hospitalized-in-vs"
http://tecnomod-um.org/CodeSystem/insulin-hyperglycemia-time-cs,1.0.0,active,,InsulinHyperglycemiaTimeCS,InsulinHyperglycemiaTimeCs CodeSystem,"Local RESQ stroke registry CodeSystem generated from enum_models.py for system http://tecnomod-um.org/CodeSystem/insulin-hyperglycemia-time-cs.","ValueSet/insulin-on-hyperglycemia-timing-vs"
http://tecnomod-um.org/CodeSystem/location-cs,1.0.0,active,,LocationCS,LocationCs CodeSystem,"Local RESQ stroke registry CodeSystem generated from enum_models.py for system http://tecnomod-um.org/CodeSystem/location-cs.","ValueSet/admission-department-vs,ValueSet/ivt-application-department-vs,ValueSet/first-contact-place-vs,ValueSet/locations-vs"
http://tecnomod-um.org/CodeSystem/management-appointment-cs,1.0.0,active,,ManagementAppointmentCS,ManagementAppointmentCs CodeSystem,"Local RESQ stroke registry CodeSystem generated from enum_models.py for system http://tecnomod-um.org/CodeSystem/management-appointment-cs.","ValueSet/management-appointment-vs"
http://tecnomod-um.org/CodeSystem/medication-cs,1.0.0,active,,MedicationCS,MedicationCs CodeSystem,"Local RESQ stroke registry CodeSystem generated from enum_models.py for system http://tecnomod-um.org/CodeSystem/medication-cs.","ValueSet/anticoagulant-reversal-vs,ValueSet/ivt-drug-vs,ValueSet/medications-vs"
http://tecnomod-um.org/CodeSystem/mrs-score-cs,1.0.0,active,,MrsScoreCS,MrsScoreCs CodeSystem,"Local RESQ stroke registry CodeSystem generated from enum_models.py for system http://tecnomod-um.org/CodeSystem/mrs-score-cs.","ValueSet/mrs-score-vs"
http://tecnomod-um.org/CodeSystem/mtici-code-cs,1.0.0,active,,MticiCodeCS,MticiCodeCs CodeSystem,"Local RESQ stroke registry CodeSystem generated from enum_models.py for system http://tecnomod-um.org/CodeSystem/mtici-code-cs.","ValueSet/specific-finding-vs"
http://tecnomod-um.org/CodeSystem/mtici-score-cs,1.0.0,active,,MticiScoreCS,MticiScoreCs CodeSystem,"Local RESQ stroke registry CodeSystem generated from enum_models.py for system http://tecnomod-um.org/CodeSystem/mtici-score-cs.","ValueSet/mtici-score-vs"
http://tecnomod-um.org/CodeSystem/not-medication-reason-cs,1.0.0,active,,NotMedicationReasonCS,NotMedicationReasonCs CodeSystem,"Local RESQ stroke registry CodeSystem generated from enum_models.py for system http://tecnomod-um.org/CodeSystem/not-medication-reason-cs.","ValueSet/paracetamol-on-fever-vs,ValueSet/not-medication-reason-vs,ValueSet/no-anticoagulant-reason-vs,ValueSet/no-anticoagulant-reversal-reason-vs"
http://tecnomod-um.org/CodeSystem/old-infarct-cs,1.0.0,active,,OldInfarctCS,OldInfarctCs CodeSystem,"Local RESQ stroke registry CodeSystem generated from enum_models.py for system http://tecnomod-um.org/CodeSystem/old-infarct-cs.","ValueSet/specific-finding-vs"
http://tecnomod-um.org/CodeSystem/perfusion-volume-cs,1.0.0,active,,PerfusionVolumeCS,PerfusionVolumeCs CodeSystem,"Local RESQ stroke registry CodeSystem generated from enum_models.py for system http://tecnomod-um.org/CodeSystem/perfusion-volume-cs.","ValueSet/specific-finding-vs"
http://tecnomod-um.org/CodeSystem/procedure-timing-context-cs,1.0.0,active,,ProcedureTimingContextCS,ProcedureTimingContextCs CodeSystem,"Local RESQ stroke registry CodeSystem generated from enum_models.py for system http://tecnomod-um.org/CodeSystem/procedure-timing-context-cs.","ValueSet/post-acute-care-vs,ValueSet/swallowing-screening-timing-vs,ValueSet/procedure-timing-context-vs"
http://tecnomod-um.org/CodeSystem/risk-factor-cs,1.0.0,active,,RiskFactorCS,RiskFactorCs CodeSystem,"Local RESQ stroke registry CodeSystem generated from enum_models.py for system http://tecnomod-um.org/CodeSystem/risk-factor-cs.","ValueSet/risk-factor-vs"
http://tecnomod-um.org/CodeSystem/specific-finding-cs,1.0.0,active,,SpecificFindingCS,SpecificFindingCs CodeSystem,"Local RESQ stroke registry CodeSystem generated from enum_models.py for system http://tecnomod-um.org/CodeSystem/specific-finding-cs.","ValueSet/specific-finding-vs"
